gene	reactome
P19634	Metabolism;Glycosaminoglycan metabolism;Hyaluronan metabolism;Hyaluronan uptake and degradation;Transport of small molecules;Transport of inorganic cations/anions and amino acids/oligopeptides;SLC-mediated transmembrane transport;Sodium/Proton exchangers;Metabolism of carbohydrates
P19652	Hemostasis;Platelet degranulation ;Innate Immune System;Immune System;Neutrophil degranulation;Platelet activation, signaling and aggregation;Response to elevated platelet cytosolic Ca2+
P19784	PIP3 activates AKT signaling;Developmental Biology;Metabolism;Synthesis of PC;Glycerophospholipid biosynthesis;Phospholipid metabolism;Signal Transduction;Macroautophagy;Cell Cycle;Signaling by WNT;TCF dependent signaling in response to WNT;WNT mediated activation of DVL;Generic Transcription Pathway;Condensation of Prometaphase Chromosomes;Transcriptional Regulation by TP53;L1CAM interactions;Chaperonin-mediated protein folding;Protein folding;Metabolism of proteins;Axon guidance;Signal transduction by L1;Mitophagy;Metabolism of lipids;Regulation of TP53 Activity;Regulation of TP53 Activity through Phosphorylation;PTEN Regulation;Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding;Mitotic Prometaphase;M Phase;Cell Cycle, Mitotic;RNA Polymerase II Transcription;Gene expression (Transcription);Transcriptional regulation by RUNX1;Receptor Mediated Mitophagy;RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known;Regulation of PTEN stability and activity;Intracellular signaling by second messengers;Autophagy;Selective autophagy;Nervous system development
P19793	Developmental Biology;RORA activates gene expression;BMAL1:CLOCK,NPAS2 activates circadian gene expression;The citric acid (TCA) cycle and respiratory electron transport;Metabolism;Mitochondrial biogenesis;Recycling of bile acids and salts;Signal Transduction;Regulation of cholesterol biosynthesis by SREBP (SREBF);Organelle biogenesis and maintenance;Synthesis of bile acids and bile salts;Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol;Synthesis of bile acids and bile salts via 27-hydroxycholesterol;Bile acid and bile salt metabolism;PPARA activates gene expression;Carnitine metabolism;Regulation of pyruvate dehydrogenase (PDH) complex;Biological oxidations;Cytochrome P450 - arranged by substrate type;Phase I - Functionalization of compounds;Endogenous sterols;Generic Transcription Pathway;Transcriptional activation of mitochondrial biogenesis;Activation of gene expression by SREBF (SREBP);SUMOylation;SUMO E3 ligases SUMOylate target proteins;Transcriptional regulation of white adipocyte differentiation;Nuclear Receptor transcription pathway;Metabolism of proteins;Regulation of lipid metabolism by PPARalpha;Circadian Clock;SUMOylation of intracellular receptors;Signaling by Retinoic Acid;Metabolism of lipids;Activation of anterior HOX genes in hindbrain development during early embryogenesis;Activation of HOX genes during differentiation;Post-translational protein modification;Pyruvate metabolism;Pyruvate metabolism and Citric Acid (TCA) cycle;RNA Polymerase II Transcription;Gene expression (Transcription);Metabolism of steroids;Fatty acid metabolism;Signaling by Nuclear Receptors;NR1H2 and NR1H3-mediated signaling;NR1H2 & NR1H3 regulate gene expression linked to lipogenesis;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux;NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake ;NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose;Transcriptional regulation of granulopoiesis;NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis;NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis 
P19801	Metabolism;Innate Immune System;Immune System;Biological oxidations;Phase I - Functionalization of compounds;Neutrophil degranulation
P19823	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs);Metabolism of proteins;Post-translational protein modification;Post-translational protein phosphorylation
P19835	Digestion of dietary lipid;Digestion;Digestion and absorption
P19838	Downstream signaling events of B Cell Receptor (BCR);Activation of NF-kappaB in B cells;Developmental Biology;Cytokine Signaling in Immune system;Adaptive Immune System;ZBP1(DAI) mediated induction of type I IFNs;Signal Transduction;Disease;Toll Like Receptor 4 (TLR4) Cascade;MyD88:MAL(TIRAP) cascade initiated on plasma membrane;MyD88-independent TLR4 cascade ;Toll Like Receptor 9 (TLR9) Cascade;Toll Like Receptor 10 (TLR10) Cascade;Toll Like Receptor 3 (TLR3) Cascade;Toll Like Receptor 5 (TLR5) Cascade;Toll Like Receptor TLR1:TLR2 Cascade;Toll Like Receptor 7/8 (TLR7/8) Cascade;Toll Like Receptor TLR6:TLR2 Cascade;Innate Immune System;Immune System;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades;DDX58/IFIH1-mediated induction of interferon-alpha/beta;RIP-mediated NFkB activation via ZBP1;Toll Like Receptor 2 (TLR2) Cascade;Cytosolic sensors of pathogen-associated DNA ;p75NTR signals via NF-kB;Regulated proteolysis of p75NTR;p75 NTR receptor-mediated signalling;TCR signaling;Downstream TCR signaling;NF-kB is activated and signals survival;Generic Transcription Pathway;Cellular responses to stress;Fc epsilon receptor (FCERI) signaling;Senescence-Associated Secretory Phenotype (SASP);Cellular Senescence;FCERI mediated NF-kB activation;DEx/H-box helicases activate type I IFN and inflammatory cytokines production ;PKMTs methylate histone lysines;Chromatin modifying enzymes;Transcriptional regulation of white adipocyte differentiation;TAK1 activates NFkB by phosphorylation and activation of IKKs complex;Interleukin-1 family signaling;Interleukin-17 signaling;Interleukin-1 processing;Signaling by Interleukins;MAP kinase activation;Chromatin organization;Diseases of Immune System;Diseases associated with the TLR signaling cascade;IkBA variant leads to EDA-ID;CLEC7A (Dectin-1) signaling;C-type lectin receptors (CLRs);CD209 (DC-SIGN) signaling;CLEC7A/inflammasome pathway;Infectious disease;MAP3K8 (TPL2)-dependent MAPK1/3 activation;Inflammasomes;Neutrophil degranulation;RNA Polymerase II Transcription;Death Receptor Signalling;Gene expression (Transcription);The NLRP3 inflammasome;Transcriptional Regulation by VENTX;Cellular responses to external stimuli;Interleukin-1 signaling;TRAF6 mediated NF-kB activation;TRIF(TICAM1)-mediated TLR4 signaling ;HCMV Infection;HCMV Early Events;Leishmania infection;Purinergic signaling in leishmaniasis infection;Cell recruitment (pro-inflammatory response);TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation;MyD88 dependent cascade initiated on endosome;MyD88 cascade initiated on plasma membrane;Signaling by the B Cell Receptor (BCR)
P19875	Cytokine Signaling in Immune system;Signal Transduction;Immune System;Signaling by GPCR;Class A/1 (Rhodopsin-like receptors);Peptide ligand-binding receptors;Chemokine receptors bind chemokines;GPCR downstream signalling;G alpha (i) signalling events;Signaling by Interleukins;GPCR ligand binding;Interleukin-10 signaling
P19876	Signal Transduction;Signaling by GPCR;Class A/1 (Rhodopsin-like receptors);Peptide ligand-binding receptors;Chemokine receptors bind chemokines;GPCR downstream signalling;G alpha (i) signalling events;GPCR ligand binding
P19878	ROS and RNS production in phagocytes;Cross-presentation of particulate exogenous antigens (phagosomes);Antigen processing-Cross presentation;Adaptive Immune System;Signal Transduction;Innate Immune System;Immune System;Signaling by VEGF;Signaling by Rho GTPases;RHO GTPase Effectors;Cellular responses to stress;Detoxification of Reactive Oxygen Species;VEGFA-VEGFR2 Pathway;RHO GTPases Activate NADPH Oxidases;Cellular responses to external stimuli;Signaling by Receptor Tyrosine Kinases;Class I MHC mediated antigen processing & presentation
P19883	Signaling by Activin;Signal Transduction;Antagonism of Activin by Follistatin;Signaling by TGF-beta family members
P19957	Developmental Biology;Innate Immune System;Immune System;Antimicrobial peptides;Keratinization;Formation of the cornified envelope
P19961	Digestion of dietary carbohydrate;Digestion;Digestion and absorption
P19971	Metabolism;Metabolism of nucleotides;Pyrimidine salvage;Pyrimidine catabolism;Nucleobase catabolism;Nucleotide salvage
P20020	Hemostasis;Transport of small molecules;Muscle contraction;Platelet homeostasis;Reduction of cytosolic Ca++ levels;Platelet calcium homeostasis;Cardiac conduction;Ion homeostasis;Ion transport by P-type ATPases;Ion channel transport
P20023	Complement cascade;Innate Immune System;Immune System;Regulation of Complement cascade
P20036	Cytokine Signaling in Immune system;Adaptive Immune System;Immune System;TCR signaling;Downstream TCR signaling;Phosphorylation of CD3 and TCR zeta chains;Translocation of ZAP-70 to Immunological synapse;Generation of second messenger molecules;MHC class II antigen presentation;Costimulation by the CD28 family;PD-1 signaling;Interferon gamma signaling;Interferon Signaling
P20039	Cytokine Signaling in Immune system;Adaptive Immune System;Immune System;TCR signaling;Downstream TCR signaling;Phosphorylation of CD3 and TCR zeta chains;Translocation of ZAP-70 to Immunological synapse;Generation of second messenger molecules;MHC class II antigen presentation;Costimulation by the CD28 family;PD-1 signaling;Interferon gamma signaling;Interferon Signaling
P20042	L13a-mediated translational silencing of Ceruloplasmin expression;Cellular responses to stress;PERK regulates gene expression;Unfolded Protein Response (UPR);Transport of small molecules;ABC-family proteins mediated transport;Metabolism of proteins;Eukaryotic Translation Initiation;Translation initiation complex formation;Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S;Formation of the ternary complex, and subsequently, the 43S complex;Ribosomal scanning and start codon recognition;GTP hydrolysis and joining of the 60S ribosomal subunit;Recycling of eIF2:GDP;Cap-dependent Translation Initiation;Translation;Cellular responses to external stimuli;Response of EIF2AK4 (GCN2) to amino acid deficiency;Response of EIF2AK1 (HRI) to heme deficiency
P20061	Metabolism;Innate Immune System;Immune System;Cobalamin (Cbl, vitamin B12) transport and metabolism;Metabolism of water-soluble vitamins and cofactors;Metabolism of vitamins and cofactors;Neutrophil degranulation
P20062	Metabolism;Disease;Cobalamin (Cbl, vitamin B12) transport and metabolism;Metabolism of water-soluble vitamins and cofactors;Metabolism of vitamins and cofactors;Defects in cobalamin (B12) metabolism;Defects in vitamin and cofactor metabolism;Defective TCN2 causes hereditary megaloblastic anemia;Defective CD320 causes methylmalonic aciduria;Diseases of metabolism
P20132	Metabolism;Metabolism of amino acids and derivatives;Threonine catabolism
P20138	Adaptive Immune System;Innate Immune System;Immune System;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Neutrophil degranulation
P20151	Degradation of the extracellular matrix;Extracellular matrix organization;Activation of Matrix Metalloproteinases;Signal Transduction;Signaling by Rho GTPases;RHO GTPase Effectors;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs);Metabolism of proteins;RHO GTPases activate PKNs;Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3
P20160	Innate Immune System;Immune System;Neutrophil degranulation
P20226	Signal Transduction;HIV Life Cycle;Late Phase of HIV Life Cycle;HIV Infection;Disease;HIV Transcription Initiation;RNA Polymerase II HIV Promoter Escape;Transcription of the HIV genome;Epigenetic regulation of gene expression;Generic Transcription Pathway;Transcriptional Regulation by TP53;SIRT1 negatively regulates rRNA expression;NoRC negatively regulates rRNA expression;Positive epigenetic regulation of rRNA expression;B-WICH complex positively regulates rRNA expression;Negative epigenetic regulation of rRNA expression;Regulation of TP53 Activity;Infectious disease;RNA Polymerase II Pre-transcription Events;Regulation of TP53 Activity through Phosphorylation;RNA polymerase II transcribes snRNA genes;RNA Polymerase I Transcription Initiation;RNA Polymerase I Promoter Escape;RNA Polymerase II Promoter Escape;RNA Polymerase II Transcription Pre-Initiation And Promoter Opening;RNA Polymerase I Promoter Clearance;RNA Polymerase II Transcription;RNA Polymerase I Transcription Termination;RNA Polymerase I Transcription;RNA Polymerase III Transcription;Gene expression (Transcription);RNA Polymerase III Abortive And Retractive Initiation;RNA Polymerase II Transcription Initiation;RNA Polymerase II Transcription Initiation And Promoter Clearance;RNA Polymerase III Transcription Initiation;RNA Polymerase III Transcription Initiation From Type 1 Promoter;RNA Polymerase III Transcription Initiation From Type 2 Promoter;RNA Polymerase III Transcription Initiation From Type 3 Promoter;ESR-mediated signaling;Signaling by Nuclear Receptors;Estrogen-dependent gene expression
P20248	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1;G0 and Early G1;Cell Cycle;Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes;APC/C-mediated degradation of cell cycle proteins;Cdc20:Phospho-APC/C mediated degradation of Cyclin A;Regulation of APC/C activators between G1/S and early anaphase;APC/C:Cdc20 mediated degradation of mitotic proteins;Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins;APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint;SCF(Skp2)-mediated degradation of p27/p21;Generic Transcription Pathway;Cellular responses to stress;Senescence-Associated Secretory Phenotype (SASP);Cellular Senescence;DNA Damage/Telomere Stress Induced Senescence;Transcriptional Regulation by TP53;Metabolism of proteins;Mitotic G2-G2/M phases;Regulation of mitotic cell cycle;Mitotic G1 phase and G1/S transition;Regulation of TP53 Activity;Deubiquitination;Ub-specific processing proteases;DNA Double-Strand Break Repair;Homology Directed Repair;HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA);Processing of DNA double-strand break ends;Post-translational protein modification;TP53 Regulates Transcription of Cell Cycle Genes;TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest;Regulation of TP53 Activity through Phosphorylation;Regulation of TP53 Degradation;Regulation of TP53 Expression and Degradation;G2 Phase;Orc1 removal from chromatin;CDK-mediated phosphorylation and removal of Cdc6;Switching of origins to a post-replicative state;Cyclin E associated events during G1/S transition ;G1/S Transition;Synthesis of DNA;S Phase;Cyclin A/B1/B2 associated events during G2/M transition;G2/M Transition;Cell Cycle, Mitotic;DNA Replication;p53-Dependent G1 DNA Damage Response;p53-Dependent G1/S DNA damage checkpoint;G1/S DNA Damage Checkpoints;Cell Cycle Checkpoints;Cyclin A:Cdk2-associated events at S phase entry;RNA Polymerase II Transcription;DNA Repair;Gene expression (Transcription);Cellular responses to external stimuli
